10	300
Daniel_Coats	2	John_Tyson	1	
Daniel_Comisso_Urdaneta	2	Svetislav_Pesic	3	
Daniel_Darnell	3	Julia_Ormond	3	
Daniel_Day-Lewis	7	Viara_Vike-Freiberga	4	
Daniel_Kurtzer	4	Henry_Castellanos	1	
Daniel_Montenegro	2	David_Stern	14	
Daniel_Montgomery	3	Bob_Hartley	1	
Daniel_Osorno	3	Romano_Prodi	2	
Daniel_Patrick_Moynihan	1	Ralph_Nader	3	
Daniel_Pearl	3	Marc_Grossman	4	
Daniel_Radcliffe	2	Sereyvuth_Kem	3	
Daniel_Rouse	4	Asif_Hanif	2	
Daniel_Zelman	3	Kevin_Satterfield	4	
Danis_Tanovic	2	Eric_Staal	4	
Danny_Ainge	2	JJ_Redick	4	
Danny_Avalon	3	Mario_Gallegos	4	
Danny_Glover	4	Kevin_Spacey	14	
Danny_Green	3	Marc_Racicot	2	
Danny_Morgan	4	Vladimir_Putin	42	
Dany_Heatley	4	Jack_Smith	3	
Dan_Bartlett	1	Hugh_Hefner	2	
Dan_Bylsma	3	Paige_Fitzgerald	1	
Dan_Dickau	2	James_Maguire	5	
Dan_Duquette	2	Pinar_del_Rio	1	
Dan_Guerrero	1	John_Warner	3	
Dan_Kellner	3	Ted_Nolan	4	
Dan_LaCoutre	4	Akhmed_Zakayev	4	
Dan_Monson	1	Bob_Menendez	1	
Dan_Morales	10	Hipolito_Mejia	11	
Dan_Prinster	4	Linda_Dano	1	
Dan_Quayle	2	Michael_Boyce	2	
Dan_Reeves	4	Pete_Rose	3	
Dan_Snyder	2	Bill_Elliott	4	
Dan_Wheldon	1	Nathalie_Dechy	2	
Darcy_Regier	2	Crispin_Glover	4	
Darin_Erstad	3	Betsy_Coffin	1	
Dario_Camuffo	4	Giulio_Andreotti	2	
Dario_Franchitti	1	Maria_Simon	1	
Darko_Milicic	3	Tia_Mowry	3	
Darla_Moore	1	Lou_Piniella	1	
Darrell_Issa	5	Shobha_De	3	
Darrell_Porter	4	Theresa_Gattung	4	
Darrell_Royal	3	Martin_Hoellwarth	4	
Darryl_McDaniels	2	Craig_Burley	1	
Darryl_Stingley	4	Joshua_Davey	2	
Daryl_Hannah	1	Armand_Sargen	1	
Daryl_Jones	3	Jalal_Talabani	4	
Daryl_Sabara	4	Andrei_Nikolishin	2	
Davey_Johnson	4	Jim_Nochols	3	
Dave_Barr	1	Michelle_Collins	1	
Dave_Campo	4	Ben_Chandler	3	
Dave_Lewis	2	LeRoy_Millette_Jr	1	
Dave_Matthews	4	Woodrow_Stanley	4	
Dave_McGinnis	3	Samantha_Daniels	1	
Dave_McNally	4	Gonzalo_Sanchez_de_Lozada	18	
Dave_Odom	4	Ben_Howland	9	
Dave_Potter	3	Nicholas_Byron	3	
Dave_Robertson	4	Keith_Van_Horn	1	
Dave_Tucker	2	Paul_Kelleher	1	
Dave_Wannstedt	1	Joel_Todd	2	
Dave_Williams	2	Lana_Clarkson	4	
David_Anderson	2	Ernesto_Zedillo	3	
David_Arquette	4	Elisha_Cuthbert	2	
David_Ballantyne	2	Rick_Pitino	14	
David_Beckham	67	Diane_Ladd	4	
David_Bell	7	Will_Ofenheusle	2	
David_Bisbal	1	Ali_Khamenei	3	
David_Blaine	2	David_Obey	4	
David_Bowie	4	Brian_Scalabrine	3	
David_Braley	4	Andy_Rooney	2	
David_Brent	4	Flavia_Pennetta	3	
David_Brinkley	4	Alyse_Beaupre	1	
David_Brown	3	Eric_Dubin	2	
David_Caraway	3	David_Dewhurst	3	
David_Carradine	4	Alvaro_Silva_Calderon	10	
David_Caruso	8	Ronald_Post	4	
David_Collenette	2	Will_Smith	3	
David_Coulthard	3	Elijan_Ingram	3	
David_Dewayne_Williams	3	Isabella_Rossellini	11	
David_Dewhurst	2	Toni_Braxton	8	
David_Dodge	5	Melissa_Gilbert	2	
David_Donohue	4	Augusto_Roa_Bastos	4	
David_Dorfman	3	Stefano_Gabbana	2	
David_Duval	4	Jose_Vicente_Rangel	3	
David_Eldon	4	Zach_Pillar	4	
David_Gest	4	Carlos_Paternina	1	
David_Glenn	1	Viola_Davis	1	
David_Hannay	1	Joaquin_Sanchez	2	
David_Hasselhoff	1	Daisy_Fuentes	5	
David_Heyman	2	Sergei_Yastrzhembsky	2	
David_Heymann	7	Brian_Schneider	2	
David_Hilt	2	Linda_Baboolal	1	
David_Ho	3	Kevin_Garnett	2	
David_Hyde_Pierce	9	Gabriel_Farhi	2	
David_Kelley	5	Ilan_Ramon	3	
David_Leahy	6	Roy_Rogers	3	
David_McCallum	2	Eddie_Sutton	5	
David_McCullough	2	Jackie_Sherrill	2	
David_McKiernan	2	Guy_Hemmings	1	
David_Montoya	3	Simon_Chalk	3	
David_Myers	5	Isaiah_Washington	3	
David_Nalbandian	25	Kenneth_Branagh	5	
David_Obey	2	Franklin_Brown	3	
David_Oh	3	Sam_Brownback	4	
David_Provost	4	Sean_Hayes	5	
David_Przybyszewski	2	Billy_Gilman	4	
David_Rivkin_Jr	4	Jean_Carnahan	2	
David_Scott_Morris	3	Jerry_Lewis	4	
David_Shayler	4	Katie_Harman	2	
David_Sibleyk	4	Enrik_Vendt	3	
David_Siegel	2	Fatma_Kusibeh	3	
David_Sousa	4	Claudine_Farrell	3	
David_Spade	4	Tommy_Maddox	3	
David_Stern	9	Olivera_Labus	3	
David_Suazo	4	Matt_Damon	10	
David_Surrett	3	Alan_Ball	4	
David_Tornberg	2	Robert_Duvall	12	
David_Trimble	3	Jim_Tressel	5	
David_Welch	2	Pierre_Gagnon	2	
David_Wells	7	Dan_Bylsma	2	
David_Wolf	4	Jake_Plummer	4	
Dawna_LoPiccolo	1	Najib_al-Salhi	1	
Dean_Barker	4	John_Walsh	8	
Dean_Barkley	3	Hestrie_Cloette	3	
Dean_Jacek	2	Jason_Priestley	4	
Debbie_Reynolds	15	Ralph_Friedgen	3	
Debra_Brown	3	Anthony_Principi	4	
Debra_Messing	3	Steve_Redgrave	2	
Debra_Rose	1	Nicanor_Duarte_Frutos	16	
Debra_Yang	3	Leander_Paes	4	
Deb_Santos	1	Park_Na-kyong	1	
Deece_Eckstein	1	Sim_Yong	2	
Deena_Burnett	3	Tom_Izzo	4	
Deepa_Mehta	2	Joe_Strummer	2	
Della_Clara	3	Matt_Roney	1	
Delphine_Chuillot	1	Elton_John	3	
Demetrin_Veal	2	Elgin_Baylor	4	
Demetrius_Ferraciu	6	Emma_Nicholson	4	
Demi_Moore	1	Jennifer_Keller	6	
Denise_Locke	4	Stuart_Townsend	2	
Denise_van_Outen	1	Shirley_Jones	3	
Deniz_Baykal	2	Arnie_Boehm	2	
Dennis_Archer	2	Thanongsak_Tuvinan	4	
Dennis_Erickson	3	Peter_Ahearn	3	
Dennis_Franchione	1	Charles_Kartman	4	
Dennis_Hastert	9	Gracia_Burnham	4	
Dennis_Johnson	1	Robert_Korzeniowski	1	
Dennis_Kozlowski	7	Randy_Johnson	2	
Dennis_Kucinich	7	Mark_Rosenbaum	3	
Dennis_Oswald	2	Guy_Ritchie	4	
Dennis_Powell	5	Patsy_Mink	4	
Denys_Arcand	2	Gary_Coleman	2	
Denzel_Washington	20	Saparmurat_Niyazov	2	
Dereck_Whittenburg	2	Robert_Towne	2	
Derek_Abney	2	Matt_Welsh	3	
Derek_Bond	1	Johnny_Depp	5	
Derek_Jeter	9	David_Bell	5	
Derek_King	1	Vladimiro_Montesinos	5	
Derian_Hatcher	3	Jude_Law	2	
Derrick_Battie	1	Paulo_Cesar_Pinheiro	2	
Derrick_Taylor	1	Hector_Mitelman	4	
Desiree_Lemosi	2	Bill_Clinton	45	
Desiree_McKenzie	2	Ted_Maher	3	
Des_Brown	4	Diana_Munz	5	
Devin_Harris	4	Bonnie_Fuller	1	
Dexter_Jackson	6	Brooke_Shields	8	
Diana_Krall	15	Donald_Anderson	4	
Diana_Munz	10	Carol_Moseley_Braun	6	
Diana_Renee_Valdivieso_Dubon	3	William_McDonough	3	
Diana_Ross	3	Eurico_Guterres	2	
Diana_Silvius	1	Heizo_Takenaka	15	
Diana_Taurasi	3	Peter_Medgyessy	4	
Diane_Green	1	Al_Pacino	2	
Diane_Ladd	2	Larry_Thompson	8	
Diane_Lane	4	Tatiana_Gratcheva	3	
Dianne_Feinstein	12	Scott_OGrady	4	
Dianne_Reeves	2	Danielle_Spencer	1	
Dick_Armey	4	Andrei_Nikolishin	1	
Dick_Cheney	9	Laurel_Clark	1	
Dick_Clark	2	Robert_Blackwill	3	
Dick_Jauron	3	David_Donohue	4	
Dick_Latessa	5	Jeff_Schiffner	1	
Dick_Posthumus	1	Spencer_Abraham	9	
Dick_Smothers	3	Liv_Tyler	4	
Dick_Vermeil	4	Ahmed_Lopez	2	
Diego_Armando_Maradona	4	Brian_Wells	2	
Diego_Colorado	1	Tatyana_Tomashova	3	
Diego_Diego_Lerman	1	Evan_Rachel_Wood	11	
Dieter_Zetsche	4	Ashley_Olsen	2	
Dimitar_Berbatov	3	Earl_Fritts	3	
Dimitri_Perricos	3	Patrice_Chereau	3	
Dinora_Rosales	2	Jeannette_Biedermann	1	
Din_Samsudin	4	Marieta_Chrousala	10	
Dionigi_Tettamanzi	1	Franko_Simatovic	6	
Dionyssis_Georgiadis	1	Carol_Burnett	3	
Dion_Glover	4	Jose_Canseco_Sr	3	
Dirk_Kempthorne	4	Newton_Carlton_Slawson	1	
Dita_Von_Tesse	1	Jennifer_Love_Hewitt	4	
Djabir_Said-Guerni	3	Jakob_Kellenberger	4	
Dolly_Parton	4	Radovan_Karadzic	3	
Dolma_Tsering	3	Maria_Shriver	14	
Dominick_Dunne	1	Tim_Conway	11	
Dominic_Monaghan	1	Dick_Cheney	41	
Dominik_Garcia-Lorido	3	Claire_Hentzen	7	
Dominik_Hrbaty	4	Suk_Chung_Hong	1	
Dominique_de_Villepin	13	Peter_Harvey	4	
Dominique_Perben	2	Oliver_Stone	3	
Donald_Anderson	2	Rick_Dinse	5	
Donald_Carty	4	Graciano_Rocchigiani	1	
Donald_Evans	6	Gordon_Lightfoot	4	
Donald_Fehr	14	Lars_Burgsmuller	4	
Donald_Hays	2	Nicholoas_DiMarzio	4	
Donald_Keck	2	John_Burnett	4	
Donald_Pettit	5	Guenter_Verheugen	3	
Donald_Rumsfeld	20	James_Jones	3	
Donald_Trump	1	Dexter_Jackson	2	
Donatella_Versace	2	Claire_Danes	12	
Donna_Barrera	4	Bob_Curtis	2	
Donna_Morrissey	2	Kelli_White	8	
Donna_Ralston	1	Mahendra_Chaudhry	2	
Donna_Shalala	4	Qais_al-Kazali	4	
Donny_Osmond	2	Afton_Smith	1	
Don_Carcieri	1	Maria_Sanchez_Lorenzo	1	
Don_Flanagan	3	Oliver_Phelps	2	
Don_Matthews	3	Leslie_Moonves	1	
Don_Meredith	1	Steve_Cutler	3	
Don_Nickles	6	Guillermo_Ruiz_Polanco	1	
Don_Siegelman	8	Mark_Hogan	1	
Dora_Bakoyianni	4	Arif_Mardin	1	
Doris_Roberts	11	Pat_DAmuro	4	
Doris_Schroeder	8	Howard_Stern	2	
Dorothy_Lamour	4	David_Ballantyne	2	
Dorothy_Loudon	3	Jude_Law	2	
Dorothy_Wilson	2	Walter_Mondale	28	
Dorthy_Moxley	8	Jayne_Yarris	4	
Dot_Helms	1	Ion_Iliescu	3	
Douglas_Faneuil	4	Carlos_Beltran	1	
Douglas_Gansler	2	Mike_Maroth	2	
Douglas_Meester	4	Margaret_Okayo	4	
Doug_Collins	4	John_McEnroe	1	
Doug_Melvin	3	Oscar_Bolanos	1	
Doug_Racine	4	Brian_McIntyre	1	
Doug_Wilson	1	Jan_Ullrich	5	
Dragan_Covic	2	Timothy_McVeigh	2	
Drew_Barrymore	1	Jonathan_Karsh	1	
Drew_Gooden	1	Fernando_Alonso	1	
Duane_Barber	4	Atal_Bihari_Vajpayee	38	
Duane_Lee_Chapman	1	Job_Cohen	3	
Dule_Hill	4	Dennis_Kucinich	13	
Duncan_Fletcher	1	Iva_Majoli	2	
Dunn_Lampton	2	Iran_Brown	3	
Dustin_Hoffman	2	Nathalie_Baye	4	
Du_Qinglin	4	Mickey_Loomis	3	
Dwain_Kyles	4	Javier_Weber	2	
Dwayne_Johnson	4	Sidney_Kimmel	1	
Dwayne_Wade	2	Craig_Wilson	2	
Benjamin_Franklin	1	1
Benjamin_Franklin	1	4
Benjamin_Franklin	2	2
Benjamin_Martinez	2	2
Benjamin_Martinez	3	2
Benjamin_Martinez	1	4
Benjamin_McKenzie	1	2
Benjamin_McKenzie	3	4
Benjamin_McKenzie	2	1
Benjamin_Netanyahu	1	11
Benjamin_Netanyahu	17	19
Benjamin_Netanyahu	7	12
Benjamin_Neulander	2	1
Benjamin_Neulander	3	1
Benjamin_Neulander	3	4
Ben_Affleck	17	10
Ben_Affleck	11	2
Ben_Affleck	18	5
Ben_Betts	4	4
Ben_Betts	2	3
Ben_Betts	1	3
Ben_Braun	2	4
Ben_Braun	2	4
Ben_Braun	4	3
Ben_Broussard	3	2
Ben_Broussard	3	1
Ben_Broussard	4	3
Ben_Cahoon	1	4
Ben_Cahoon	4	3
Ben_Cahoon	1	1
Ben_Chandler	1	3
Ben_Chandler	1	3
Ben_Chandler	1	2
Ben_Cohen	1	3
Ben_Cohen	4	1
Ben_Cohen	3	2
Ben_Curtis	4	3
Ben_Curtis	2	2
Ben_Curtis	1	4
Ben_Glisan	2	2
Ben_Glisan	4	7
Ben_Glisan	5	2
Ben_Howland	9	13
Ben_Howland	3	1
Ben_Howland	4	15
Ben_Kingsley	1	4
Ben_Kingsley	4	1
Ben_Kingsley	1	4
Ben_Lee	1	2
Ben_Lee	4	4
Ben_Lee	4	2
Ben_Stein	4	2
Ben_Stein	3	4
Ben_Stein	2	1
Ben_Wallace	3	1
Ben_Wallace	3	4
Ben_Wallace	1	3
Bernadette_Peters	4	1
Bernadette_Peters	4	3
Bernadette_Peters	4	1
Bernardo_Segura	1	1
Bernardo_Segura	2	2
Bernardo_Segura	4	4
Bernard_Ebbers	3	4
Bernard_Ebbers	1	4
Bernard_Ebbers	4	3
Bernard_Giraudeau	4	2
Bernard_Giraudeau	1	3
Bernard_Giraudeau	3	4
Bernard_Landry	5	12
Bernard_Landry	11	4
Bernard_Landry	4	4
Bernard_Law	3	5
Bernard_Law	2	4
Bernard_Law	4	3
Bernard_Lord	5	7
Bernard_Lord	4	2
Bernard_Lord	1	6
Bernard_Siegel	1	2
Bernard_Siegel	3	2
Bernard_Siegel	4	4
Bernice_Wong	2	1
Bernice_Wong	1	2
Bernice_Wong	1	4
Bertie_Ahern	7	4
Bertie_Ahern	7	4
Bertie_Ahern	7	8
Bertrand_Delanoe	4	2
Bertrand_Delanoe	1	2
Bertrand_Delanoe	4	3
Beth_Blough	2	3
Beth_Blough	1	4
Beth_Blough	2	2
Beth_Jones	4	4
Beth_Jones	1	1
Beth_Jones	1	2
Betsy_Coffin	3	2
Betsy_Coffin	2	2
Betsy_Coffin	4	3
Betsy_Smith	4	7
Betsy_Smith	3	8
Betsy_Smith	2	5
Bettina_Rheims	3	2
Bettina_Rheims	3	3
Bettina_Rheims	3	1
Betty_Garrison	1	2
Betty_Garrison	1	4
Betty_Garrison	2	2
Betty_Williams	4	4
Betty_Williams	1	2
Betty_Williams	2	2
Beyonce_Knowles	1	4
Beyonce_Knowles	3	4
Beyonce_Knowles	1	4
Bianca_Jagger	3	2
Bianca_Jagger	2	3
Bianca_Jagger	1	2
Bijan_Darvish	10	11
Bijan_Darvish	2	6
Bijan_Darvish	12	10
Bijan_Namdar_Zangeneh	4	8
Bijan_Namdar_Zangeneh	4	4
Bijan_Namdar_Zangeneh	1	4
Bilal_Erdogan	1	3
Bilal_Erdogan	4	4
Bilal_Erdogan	2	4
Biljana_Plavsic	9	8
Biljana_Plavsic	10	1
Biljana_Plavsic	1	9
Billy_Beane	3	2
Billy_Beane	4	4
Billy_Beane	1	2
Billy_Bob_Thornton	3	2
Billy_Bob_Thornton	4	4
Billy_Bob_Thornton	3	1
Billy_Boyd	1	4
Billy_Boyd	2	1
Billy_Boyd	2	2
Billy_Crystal	10	5
Billy_Crystal	6	14
Billy_Crystal	2	14
Billy_Donovan	3	2
Billy_Donovan	1	4
Billy_Donovan	4	1
Billy_Edelin	3	1
Billy_Edelin	4	2
Billy_Edelin	4	2
Billy_Gilman	4	4
Billy_Gilman	4	4
Billy_Gilman	4	2
Billy_Sollie	1	4
Billy_Sollie	4	3
Billy_Sollie	4	4
Billy_Tibbets	3	3
Billy_Tibbets	4	4
Billy_Tibbets	3	1
Bill_Belichick	8	4
Bill_Belichick	2	1
Bill_Belichick	8	7
Bill_Bradley	4	3
Bill_Bradley	1	4
Bill_Bradley	3	2
Bill_Butler	3	4
Bill_Butler	1	3
Bill_Butler	3	3
Bill_Byrne	2	4
Bill_Byrne	2	1
Bill_Byrne	4	3
Bill_Callahan	3	3
Bill_Callahan	2	5
Bill_Callahan	9	11
Bill_Cartwright	1	3
Bill_Cartwright	2	2
Bill_Cartwright	1	4
Bill_Clancy	2	3
Bill_Clancy	1	2
Bill_Clancy	3	1
Bill_Clinton	25	19
Bill_Clinton	52	29
Bill_Clinton	4	64
Bill_Curry	4	4
Bill_Curry	3	1
Bill_Curry	1	1
Bill_Doba	4	3
Bill_Doba	3	3
Bill_Doba	2	1
Bill_Duffey	4	1
Bill_Duffey	3	1
Bill_Duffey	2	3
Bill_Elliott	1	4
Bill_Elliott	3	1
Bill_Elliott	2	1
Bill_Fennelly	4	2
Bill_Fennelly	4	3
Bill_Fennelly	3	3
Bill_Frist	11	7
Bill_Frist	7	21
Bill_Frist	11	21
Bill_Gates	4	47
Bill_Gates	35	33
Bill_Gates	31	15
Bill_Graham	26	11
Bill_Graham	21	19
Bill_Graham	8	28
Bill_Guerin	2	1
Bill_Guerin	4	1
Bill_Guerin	1	3
Bill_Herrion	3	2
Bill_Herrion	2	1
Bill_Herrion	1	3
Bill_Hughes	2	2
Bill_Hughes	3	3
Bill_Hughes	2	2
Bill_King	4	1
Bill_King	1	3
Bill_King	4	1
Bill_Kollar	3	3
Bill_Kollar	3	1
Bill_Kollar	3	4
Bill_Kong	2	4
Bill_Kong	1	3
Bill_Kong	2	4
Bill_Lerach	1	1
Bill_Lerach	4	3
Bill_Lerach	2	1
Bill_Maher	3	4
Bill_Maher	2	2
Bill_Maher	3	2
Bill_Mauldin	1	3
Bill_Mauldin	1	3
Bill_Mauldin	1	1
Bill_McBride	30	15
Bill_McBride	22	5
Bill_McBride	3	15
Bill_Parcells	3	4
Bill_Parcells	5	2
Bill_Parcells	7	7
Bill_Parsons	4	4
Bill_Parsons	3	2
Bill_Parsons	2	1
Bill_Paxton	4	1
Bill_Paxton	3	4
Bill_Paxton	1	2
Bill_Pryor	4	2
Bill_Pryor	2	3
Bill_Pryor	1	4
Bill_Rainer	2	2
Bill_Rainer	1	3
Bill_Rainer	1	3
Bill_Richardson	2	2
Bill_Richardson	2	4
Bill_Richardson	2	2
Bill_Self	3	4
Bill_Self	1	2
Bill_Self	2	2
Bill_Simon	44	23
Bill_Simon	25	33
Bill_Simon	22	37
Bill_Sizemore	3	3
Bill_Sizemore	3	1
Bill_Sizemore	8	3
Bill_Stapleton	4	2
Bill_Stapleton	2	1
Bill_Stapleton	4	4
Bill_Stein	3	2
Bill_Stein	2	2
Bill_Stein	2	1
Bill_Walton	2	3
Bill_Walton	2	2
Bill_Walton	2	2
Bing_Crosby	1	4
Bing_Crosby	4	2
Bing_Crosby	3	3
Binyamin_Ben-Eliezer	19	10
Binyamin_Ben-Eliezer	6	18
Binyamin_Ben-Eliezer	4	18
Bison_Dele	4	2
Bison_Dele	1	3
Bison_Dele	4	2
Bixente_LIzarazu	3	3
Bixente_LIzarazu	2	3
Bixente_LIzarazu	4	1
BJ_Habibie	3	2
BJ_Habibie	4	1
BJ_Habibie	2	2
Blas_Ople	2	1
Blas_Ople	4	2
Blas_Ople	4	1
Blythe_Danner	4	1
Blythe_Danner	1	5
Blythe_Danner	5	2
Blythe_Hartley	3	1
Blythe_Hartley	5	8
Blythe_Hartley	8	5
Bobby_Bowden	1	3
Bobby_Bowden	2	3
Bobby_Bowden	3	4
Bobby_Goldwater	7	2
Bobby_Goldwater	4	6
Bobby_Goldwater	4	1
Dwayne_Williams	3	Chung_Mong-joon	3	
Dyab_Abou_Jahjah	4	Kaoru_Hasuike	2	
Dyana_Calub	4	Donald_Keck	4	
Earl_Campbell	2	Jean_Brumley	8	
Earl_Counter	1	Alicia_Witt	3	
Earl_Fritts	3	Kristanna_Loken	5	
Earl_Scruggs	3	Federico_Trillo	3	
Eddie_Fenech_Adami	1	Erin_Hershey_Presley	1	
Eddie_Lewis	1	Arminio_Fraga	13	
Eddie_Lucio	2	Tom_Miller	3	
Eddie_Sutton	2	Christopher_Patten	3	
Eddy_Merckx	4	Christine_Baumgartner	19	
Edie_Falco	5	Shafal_Mosed	4	
Edina_Batar	3	Chen_Kaige	4	
Edmund_Hillary	1	Paul_McCartney	4	
Edmund_Stoiber	12	Andy_Garcia	3	
Eduardo_Chillida	3	Mohammed_Abulhasan	4	
Eduardo_Duhalde	44	Tom_DeLay	3	
Eduardo_Romero	3	Barbara_Bodine	1	
Eduard_Shevardnadze	10	Janine_Pietsch	2	
Edward_Albee	4	Mehmet_Ali_Sahin	4	
Edward_Belvin	4	Tanya_Holyk	1	
Edward_Burns	4	Phil_Bredesen	4	
Edward_Egan	2	Biljana_Plavsic	7	
Edward_Flynn	3	Donny_Osmond	3	
Edward_Greenspan	2	Billy_Tibbets	3	
Edward_James_Olmos	1	Mark_Mariscal	2	
Edward_Johnson	4	Eve_Pelletier	6	
Edward_Kennedy	1	Elena_Tihomirova	3	
Edward_Lohn	4	Joan_Jett	2	
Edward_Lu	13	John_Travolta	8	
Edward_Norton	7	Leonard_Glick	3	
Edward_Said	2	Al_Cardenas	2	
Edward_Seaga	4	Einars_Repse	2	
Edwina_Currie	5	Ishaq_Shahryar	7	
Edwin_Edwards	10	Mike_Myers	19	
Ed_Book	2	Bernard_Landry	11	
Ed_Case	4	Grace_Brinell	1	
Ed_Rosenthal	2	Romano_Prodi	1	
Ed_Smart	4	John_Starks	4	
Ed_Sullivan	4	Masja_Juel	3	
Ed_Wade	4	Tirunesh_Dibaba	4	
Eileen_Coparropa	11	Jonathan_Arden	3	
Einars_Repse	1	Theresa_May	3	
Ekaterina_Dmitriev	1	Evelyn_Lauder	2	
Ekke_Hard_Forberg	3	Betty_Garrison	4	
Eladio_Larez	4	Joshua_Harapko	4	
Elaine_Chao	1	Taylor_Twellman	2	
Elaine_Stritch	2	Lisa_Gottsegen	8	
Elena_Bovina	6	Kristy_Curry	4	
Elena_Dementieva	2	Charles_Grassley	3	
Elena_Likhovtseva	3	Princess_Stephanie	4	
Elena_Tihomirova	1	Lee_Yeo-jin	2	
Elgin_Baylor	4	Nancy_Pelosi	9	
Eliane_Karp	1	Deena_Burnett	2	
Elijah_Wood	8	John_Rusnak	3	
Elijan_Ingram	1	Michael_Lechner	4	
Elin_Nordegren	2	Pascal_Quignard	12	
Eliott_Spitzer	2	Bill_Clancy	4	
Elisabeth_Schumacher	3	Muffet_McGraw	4	
Elisha_Cuthbert	1	Jane_Walker_Wood	3	
Elizabeth_Berkeley	4	Kelly_Clarkson	4	
Elizabeth_Dole	8	Steve_Coterill	1	
Elizabeth_Hill	3	Michael_Kirby	1	
Elizabeth_Hurley	15	Jose_Vicente_Rangel	3	
Elizabeth_Shue	4	Brian_Clemens	1	
Elizabeth_Smart	3	Conchita_Martinez	2	
Elizabeth_Taylor	5	Rod_Thorn	1	
Eliza_Dushku	2	Jim_Schwarz	3	
Eliza_Manningham-Buller	2	Ahmed_Lopez	1	
Eli_Broad	1	Joseph_Hoy	3	
Eli_Rosenbaum	1	Cha_Yung-gu	3	
Ellen_Barkin	1	Martin_Lawrence	1	
Ellen_DeGeneres	4	Juan_Sanchez	4	
Ellen_Engleman	1	Robin_Johansen	2	
Ellen_Martin	2	Ion_Iliescu	3	
Ellen_Pompeo	4	Keith_Osik	4	
Ellen_Saracini	3	Petria_Thomas	10	
Elliott_Mincberg	1	Vidar_Helgesen	4	
Elmar_Brok	1	Barry_Alvarez	7	
Eloy_Gutierrez	3	Emmy_Rossum	3	
Elsa_Zylberstein	6	Sergio_Garcia	4	
Elton_John	4	John_Bolton	47	
Elva_Hsiao	3	Edward_Seaga	4	
Elvis_Presley	5	Claire_Tomalin	2	
El_Hadji_Diouf	1	Mika_Hakkinen	4	
Emanuel_Ginobili	5	Rodrigo_Borja	5	
Emelie_Loit	1	Judy_Genshaft	4	
Emile_Lahoud	1	Gary_Coleman	2	
Emilio_Azcarraga_Jean	2	Dick_Armey	2	
Emily_Mason	1	Mark_Komara	2	
Emily_Robison	3	Farida_Ragoonanan	4	
Emily_Stevens	4	Sally_Ride	4	
Emmanuelle_Beart	2	BB_King	1	
Emmanuelle_Jagodsinski	3	Paul_Kelleher	3	
Emmanuel_Filiberto	4	Keiko_Sofia_Fujimori	1	
Emmanuel_Milingo	3	Rodney_Rempt	4	
Emma_Nicholson	4	Estella_Warren	4	
Emma_Thompson	5	Bobby_Goldwater	4	
Emma_Watson	16	Samuel_Waksal	8	
Emmit_Smith	3	Guillermo_Monroy	2	
Emmy_Rossum	2	Dana_Vollmer	3	
Enola_Rice	1	Michael_Wayne	2	
Enos_Slaughter	3	Kevin_Keegan	4	
Enrik_Vendt	2	Gala_Leon_Garcia	1	
Enrique_Bolanos	16	Mark_Cuban	6	
Enrique_Haroldo_Gorriaran_Merlo	3	Liu_Ye	1	
Enrique_Iglesias	1	Kelly_Santos	4	
Enrique_Oliu	4	Yusaku_Miyazato	1	
Eric_Bana	1	Angie_Martinez	1	
Eric_Benet	3	Julio_Cesar_Franco	4	
Eric_Christian_Olsen	3	Lionel_Hampton	1	
Eric_Clapton	2	Mario_Kreutzberger	1	
Eric_Daze	4	Kareena_Kapoor	4	
Eric_Dubin	4	Gregory_Peck	2	
Eric_Fehr	1	Ellen_DeGeneres	7	
Eric_Hinske	1	Christopher_Patten	2	
Eric_Idle	1	Jean-Francois_Pontal	7	
Eric_Lloyd	2	Monica_Bellucci	7	
Eric_Robert_Rudolph	2	Chance_Mock	2	
Eric_Rosser	3	Sue_Guevara	3	
Eric_Ryan_Donnelly	4	Robert_Tyrrell	2	
Eric_Schacht	4	Gary_Leon_Ridgway	2	
Eric_Shinseki	3	Begum_Khaleda_Zia	2	
Eric_Snow	2	Tony_Blair	231	
Eric_Staal	2	Antje_Buschschulte	3	
Eric_Wedge	3	Keith_Urban	3	
Erika_Christensen	1	John_Eder	1	
Erika_Harold	6	Peter_Bacanovic	1	
Erika_Reyes	2	Tubby_Smith	2	
Erik_Morales	1	Lesley_Flood	1	
Erin_Brockovich	4	Jean_Brumley	8	
Erin_Hershey_Presley	3	Rick_Wagoner	4	
Erin_Runnion	4	Noah_Wyle	12	
Ernesto_Zedillo	3	Abel_Pacheco	12	
Ernest_Hollings	2	Barbara_Brezigar	5	
Ernie_Eves	1	Steve_Fehr	3	
Ernie_Fletcher	1	Hipolito_Mejia	3	
Ernie_Grunfeld	4	Laurie_Pirtle	2	
Ernie_Preate	4	Carrie-Anne_Moss	10	
Erskine_Bowles	1	Paul_LeClerc	4	
Erwin_Abdullah	4	Christine_Arron	4	
Erwin_Mapasseng	2	Ron_Gonzales	4	
Esad_Landzo	1	David_Hannay	4	
Esteban_Cordoba-Velazquez	1	Ted_Turner	4	
Estella_Warren	1	Ryan_Leaf	2	
Estelle_Morris	3	Tony_Clement	3	
Ester_Canadas	4	Randy_Johnson	4	
Esther_Macklin	2	Valentino_Rossi	8	
Ethan_Hawke	3	Elmar_Brok	4	
Etta_James	1	Ian_Smith	3	
